year,quarter,region,age_group,sex,value,unit,source
2563,ไตรมาสที่ 2,ทั่วประเทศ ,15-19 ปี,รวม,622.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ทั่วประเทศ ,15-19 ปี,ชาย,431.43,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ทั่วประเทศ ,15-19 ปี,หญิง,190.57,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ทั่วประเทศ ,15-19 ปี,รวม,607.88,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ทั่วประเทศ ,15-19 ปี,ชาย,431.93,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ทั่วประเทศ ,15-19 ปี,หญิง,175.95,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ทั่วประเทศ ,15-19 ปี,รวม,635.96,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ทั่วประเทศ ,15-19 ปี,ชาย,448.37,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ทั่วประเทศ ,15-19 ปี,หญิง,187.59,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ทั่วประเทศ ,20-24 ปี,รวม,3332.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ทั่วประเทศ ,20-24 ปี,ชาย,1953.80,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ทั่วประเทศ ,20-24 ปี,หญิง,1378.30,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ทั่วประเทศ ,20-24 ปี,รวม,3340.20,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ทั่วประเทศ ,20-24 ปี,ชาย,1945.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ทั่วประเทศ ,20-24 ปี,หญิง,1394.50,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ทั่วประเทศ ,20-24 ปี,รวม,3508.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ทั่วประเทศ ,20-24 ปี,ชาย,2052.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ทั่วประเทศ ,20-24 ปี,หญิง,1456.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ทั่วประเทศ ,20-24 ปี,รวม,3529.30,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ทั่วประเทศ ,20-24 ปี,ชาย,2050.40,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ทั่วประเทศ ,20-24 ปี,หญิง,1478.90,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ ,20-24 ปี,รวม,3361.31,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ ,20-24 ปี,ชาย,1999.52,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ ,20-24 ปี,หญิง,1361.79,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ ,20-24 ปี,รวม,3360.99,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ ,20-24 ปี,ชาย,1994.55,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ ,20-24 ปี,หญิง,1366.44,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ ,20-24 ปี,รวม,3401.20,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ ,20-24 ปี,ชาย,2017.81,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ ,20-24 ปี,หญิง,1383.39,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ ,20-24 ปี,รวม,3416.34,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ ,20-24 ปี,ชาย,2026.32,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ ,20-24 ปี,หญิง,1390.02,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ทั่วประเทศ ,20-24 ปี,รวม,3026.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ทั่วประเทศ ,20-24 ปี,ชาย,1748.10,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ทั่วประเทศ ,20-24 ปี,หญิง,1278.80,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ทั่วประเทศ ,20-24 ปี,รวม,3008.20,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ทั่วประเทศ ,20-24 ปี,ชาย,1748.80,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ทั่วประเทศ ,20-24 ปี,หญิง,1259.50,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ทั่วประเทศ ,20-24 ปี,รวม,3100.80,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ทั่วประเทศ ,20-24 ปี,ชาย,1775.10,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ทั่วประเทศ ,20-24 ปี,หญิง,1325.70,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ทั่วประเทศ ,20-24 ปี,รวม,3147.30,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ทั่วประเทศ ,20-24 ปี,ชาย,1780.30,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ทั่วประเทศ ,20-24 ปี,หญิง,1367.00,พันคน,สำนักงานสถิติแห่งชาติ
