year,quarter,region,area,level_of_edu,value,unit,source
2559,ไตรมาสที่ 2,ทั่วประเทศ,รวม,อุดมศึกษา (สายวิชาการศึกษา),742.60,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,รวม,อื่นๆ,94.51,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,รวม,ไม่ทราบ,176.35,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,รวม,38263.17,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,ไม่มีการศึกษา,1184.18,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,ต่ำกว่าประถมศึกษา,8048.52,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,ประถมศึกษา,8513.67,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,มัธยมศึกษาตอนต้น,6229.89,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),4751.49,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),1412.78,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),5.63,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,อุดมศึกษา (สายวิชาการ),5012.77,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,อุดมศึกษา (สายวิชาชีพ),2051.16,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,อุดมศึกษา (สายวิชาการศึกษา),790.53,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,อื่นๆ,61.78,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,รวม,ไม่ทราบ,200.75,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,รวม,37429.72,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,ไม่มีการศึกษา,1149.38,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,ต่ำกว่าประถมศึกษา,7550.52,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,ประถมศึกษา,8248.30,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,มัธยมศึกษาตอนต้น,6141.54,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),4776.89,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),1357.92,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),2.87,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,อุดมศึกษา (สายวิชาการ),5086.22,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,อุดมศึกษา (สายวิชาชีพ),2078.34,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,อุดมศึกษา (สายวิชาการศึกษา),788.10,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,รวม,อื่นๆ,110.87,พันคน,สำนักงานสถิติแห่งชาติ
